paper_id,title,freeze_group,task_priority,field_name,current_auto_value,auto_value_present,source_excerpt,manual_action,reviewer_notes,source_file_path,manual_review_v0_1_resolution,manual_review_v0_1_notes
paper_0060,Steam reforming of methane over unsupported nickel catalysts,freeze_candidate_v0_1,P2_label_context,h2_yield_pct,,no,"active_metal_primary=Ni; excerpt=Steam reforming of methane over unsupported nickel catalysts | active_metal_primary_loading_wt_pct=15; excerpt=ed-nickel catalysts. dong et al. [20] have obtained 97% methane conversion over 15% ni/ce- zro 2 at 750 ◦c for ch4:h2o ratio of 1:3. also, roh et al. [15] ha... | support_primary=Al2O3; excerpt=Steam reforming of methane over unsupported nickel catalysts | methane_conversion_pct=72; excerpt=d decreased to 40% after only 3 h. ni//h9251-al 2o3 catalysts showed an initial methane conversion of 72%, but the activity decreased gradually with time due... | stability_duration_h=100; excerpt=ratio of 1:2, the unsupported ni catalyst exhibited high catalytic ",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0060.txt,ready_for_manual_transfer_after_check,Manual review v0.1: ready for manual transfer after check; update as unsupported pure Ni / Inco Ni 255. Do not merge Table 2 coke data with 100 h stability record.
paper_0060,Steam reforming of methane over unsupported nickel catalysts,freeze_candidate_v0_1,P2_label_context,stability_duration_h,100,yes,"ratio of 1:2, the unsupported ni catalyst exhibited high catalytic activity and stability during the steam reforming of methane at low-medium temperature range. © 2005 elsevier b.v . all rights reserved. keywords: steam reforming; unsupported ni catalyst; ch4; renewable fuels; ghg; carbon deposition; xps; sem; tem 1. introduction one of the most promising fuels for solid oxide fuel cell sys- tems (sofcs) is natural gas, which consists mainly of methane and is a naturally abundant resource. hydrogen, which is one of the two major products of steam reforming of methane, is con- sidered a clean energy source and its market demand is steadily increasing [1–3]. a viable fuel cell system requires ","Confirm value, unit, definition, source table/figure, and matching reaction condition in the PDF.",,outputs\fulltext\pdf_text\paper_0060.txt,ready_for_manual_transfer_after_check,Manual review v0.1: ready for manual transfer after check; update as unsupported pure Ni / Inco Ni 255. Do not merge Table 2 coke data with 100 h stability record.
paper_0060,Steam reforming of methane over unsupported nickel catalysts,freeze_candidate_v0_1,P3_coking_or_optional_context,coke_amount_mg_gcat,,no,"active_metal_primary=Ni; excerpt=Steam reforming of methane over unsupported nickel catalysts | active_metal_primary_loading_wt_pct=15; excerpt=ed-nickel catalysts. dong et al. [20] have obtained 97% methane conversion over 15% ni/ce- zro 2 at 750 ◦c for ch4:h2o ratio of 1:3. also, roh et al. [15] ha... | support_primary=Al2O3; excerpt=Steam reforming of methane over unsupported nickel catalysts | methane_conversion_pct=72; excerpt=d decreased to 40% after only 3 h. ni//h9251-al 2o3 catalysts showed an initial methane conversion of 72%, but the activity decreased gradually with time due... | stability_duration_h=100; excerpt=ratio of 1:2, the unsupported ni catalyst exhibited high catalytic ",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0060.txt,ready_for_manual_transfer_after_check,Manual review v0.1: ready for manual transfer after check; update as unsupported pure Ni / Inco Ni 255. Do not merge Table 2 coke data with 100 h stability record.
paper_0060,Steam reforming of methane over unsupported nickel catalysts,freeze_candidate_v0_1,P3_coking_or_optional_context,coke_amount_wt_pct,,no,"active_metal_primary=Ni; excerpt=Steam reforming of methane over unsupported nickel catalysts | active_metal_primary_loading_wt_pct=15; excerpt=ed-nickel catalysts. dong et al. [20] have obtained 97% methane conversion over 15% ni/ce- zro 2 at 750 ◦c for ch4:h2o ratio of 1:3. also, roh et al. [15] ha... | support_primary=Al2O3; excerpt=Steam reforming of methane over unsupported nickel catalysts | methane_conversion_pct=72; excerpt=d decreased to 40% after only 3 h. ni//h9251-al 2o3 catalysts showed an initial methane conversion of 72%, but the activity decreased gradually with time due... | stability_duration_h=100; excerpt=ratio of 1:2, the unsupported ni catalyst exhibited high catalytic ",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0060.txt,ready_for_manual_transfer_after_check,Manual review v0.1: ready for manual transfer after check; update as unsupported pure Ni / Inco Ni 255. Do not merge Table 2 coke data with 100 h stability record.
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P0_freeze_blocker,methane_conversion_pct,76,yes,"d.h. prasad et al. / applied catalysis b: environmental 101 (2011) 531–539 537 methane conversion of 76% with no carbon formation; therefore, we used this condition as a baseline for o","Confirm value, unit, definition, source table/figure, and matching reaction condition in the PDF.",,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P0_freeze_blocker,steam_to_carbon_ratio,1.5,yes,howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming activity was observed for steam lean,"Confirm value, unit, definition, source table/figure, and matching reaction condition in the PDF.",,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P0_freeze_blocker,temperature_c,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P1_condition_context,gas_hourly_space_velocity_h_inv,7.5,yes,"n the sur- face of the cermet catalyst. from all these results, we found that a ghsv of 7.5 × 10 4 ml (g-cat h)−1 provided the optimal result: a d.h. prasad et al. / applie","Confirm value, unit, definition, source table/figure, and matching reaction condition in the PDF.",,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P1_condition_context,pressure_bar,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P1_condition_context,time_on_stream_h,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P1_condition_context,weight_hourly_space_velocity_h_inv,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P2_label_context,conversion_drop_pct_points,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P2_label_context,h2_co_ratio,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P2_label_context,h2_selectivity_pct,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P2_label_context,h2_yield_pct,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P2_label_context,stability_duration_h,2,yes,"ytic activity of ni-cgo anode cermet powders were examined. long-term catalytic stability of ni-cgo cata- lyst under steam lean and excess steam conditions was also investigated. 2. experimental 2.1. catalyst preparation a single step synthesis of the nio–cgo composite powder and the cgo powder was successfully obtained by the gnp method and the synthesis procedure was reported elsewhere [18–20]. ce(no 3)3·6h2o (kanto chemicals), gd(no3)3·6h2o (aldrich chem- icals), and ni(no 3)3·6h2o (junsei chemicals) were used as the sources of ce, gd and ni, respectively. glycine (junsei chemicals) was used as a combustion fuel for gnp. in a typical single step gnp for nio–cgo powders, stoichiometric amo","Confirm value, unit, definition, source table/figure, and matching reaction condition in the PDF.",,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P3_coking_or_optional_context,coke_amount_mg_gcat,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0101,Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs,freeze_candidate_v0_1,P3_coking_or_optional_context,coke_amount_wt_pct,,no,"active_metal_primary=Ni; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | support_primary=CeO2; excerpt=Effect of nickel nano-particle sintering on methane reforming activity of Ni-CGO cermet anodes for internal steam reforming SOFCs | preparation_method=combustion; excerpt=ources of Ce, Gd and Ni, respectively. Glycine (Junsei Chemicals) was used as a combustion fuel for GNP. In a typical single step GNP for NiO–CGO powders, st... | steam_to_carbon_ratio=1.5; excerpt=howed a continuous decease in the reforming activity for steam rich conditions (s/c = 1.5) whereas a constant and moderate reforming act",Look up the field in the PDF; keep blank if value/unit/definition is not explicit.,,outputs\fulltext\pdf_text\paper_0101.txt,ready_for_manual_transfer_after_check,"Manual review v0.1: ready after check, but formal table should split into baseline activity, S/C=1.5 stability, and S/C=0.5 stability records."
paper_0158,Differences in the Nature of Active Sites for Methane Dry Reforming and Methane Steam Reforming over Nickel Aluminate Catalysts,freeze_candidate_v0_1,P0_freeze_blocker,methane_conversion_pct,8,yes,ane. unreduced nial2o4 had a stable carbon dioxide conversion and a decrease in methane conversion of 8% ( x(ch4)final = 24%). the h2/co ratio obtained during methane dry reforming ove,"Confirm value, unit, definition, source table/figure, and matching reaction condition in the PDF.",,outputs\fulltext\pdf_text\paper_0158.txt,ready_for_manual_transfer_after_check,Manual review v0.1: corrected prior exclusion/uncertainty; ready after check. Delete auto values from TEM/XPS/DRM context before formal transfer.
paper_0158,Differences in the Nature of Active Sites for Methane Dry Reforming and Methane Steam Reforming over Nickel Aluminate Catalysts,freeze_candidate_v0_1,P0_freeze_blocker,steam_to_carbon_ratio,2.4,yes,"(a) methane conversion and (b) h 2/co ratio methane steam reforming at 700 °c, s/c = 2.4, for ni 2al2o5 and nial2o4 reduced at 600 °c (2 h) prior to reaction (r) and un","Confirm value, unit, definition, source table/figure, and matching reaction condition in the PDF.",,outputs\fulltext\pdf_text\paper_0158.txt,ready_for_manual_transfer_after_check,Manual review v0.1: corrected prior exclusion/uncertainty; ready after check. Delete auto values from TEM/XPS/DRM context before formal transfer.
